               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10565,            0.032176,            0.040643,            0.003134,             0.94116,            0.019457,           0.0052238,            0.048229,            0.016444,            0.025708,             0.07815,             0.00115,             0.00115
                   1,            0.076932,            0.031093,            0.036318,             0.15815,             0.22927,             0.18674,            0.071683,            0.033992,            0.012853,            0.021227,            0.055327,           0.0023267,           0.0023267
                   2,             0.06003,            0.026849,            0.028377,             0.19619,             0.48557,              0.3118,             0.11483,            0.031505,           0.0099168,            0.018475,             0.03248,           0.0034797,           0.0034797
                   3,            0.058822,            0.023515,            0.027706,             0.45699,             0.62539,             0.57643,              0.2862,            0.030494,           0.0074316,            0.017448,           0.0096089,           0.0046089,           0.0046089
                   4,            0.056424,            0.021752,            0.023851,             0.41685,             0.62794,             0.49361,             0.22922,            0.032937,           0.0066316,            0.016042,            0.004802,            0.004802,            0.004802
                   5,            0.050847,             0.01997,            0.024921,             0.46497,             0.57839,             0.57222,             0.27895,            0.030891,           0.0065244,            0.014072,            0.004802,            0.004802,            0.004802
                   6,            0.051663,            0.019461,             0.02023,             0.59424,             0.69464,             0.71827,              0.4265,            0.028138,           0.0060852,            0.012549,           0.0047525,           0.0047525,           0.0047525
                   7,            0.049432,            0.017709,            0.018165,             0.65484,             0.64675,             0.70866,             0.38959,            0.026524,            0.006468,            0.011923,            0.004703,            0.004703,            0.004703
                   8,            0.047704,            0.017558,            0.016632,             0.71957,             0.68371,             0.73071,             0.42323,            0.027627,           0.0061764,            0.011375,           0.0046535,           0.0046535,           0.0046535
                   9,             0.04859,            0.017939,            0.016115,              0.7253,             0.64003,             0.72871,             0.41152,            0.026325,           0.0062153,            0.013299,            0.004604,            0.004604,            0.004604
                  10,            0.043887,            0.017773,            0.013127,              0.6506,             0.62632,             0.64637,             0.39763,            0.025558,           0.0061742,            0.016234,           0.0045545,           0.0045545,           0.0045545
