               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10033,            0.032326,            0.039641,           0.0032017,             0.96796,            0.045548,            0.012219,            0.041783,            0.015448,            0.024243,              0.0793,              0.0023,              0.0023
                   1,            0.068289,             0.02975,            0.033407,              0.3504,             0.52258,             0.49607,             0.19181,            0.032627,            0.010152,            0.019041,            0.057653,           0.0046535,           0.0046535
                   2,            0.058555,            0.022043,            0.025323,             0.45709,             0.60737,             0.49335,             0.21931,            0.037548,           0.0072638,            0.016285,            0.035959,           0.0069594,           0.0069594
                   3,            0.058612,            0.021466,            0.024626,              0.4528,             0.62106,             0.53073,               0.276,            0.040381,           0.0064585,            0.013584,            0.014218,           0.0092178,           0.0092178
                   4,            0.061238,            0.019706,            0.019444,              0.4059,             0.47325,             0.40709,             0.18928,             0.03808,           0.0063509,            0.012195,            0.009604,            0.009604,            0.009604
                   5,            0.055964,            0.018781,              0.0203,             0.53281,              0.5043,             0.52332,              0.2643,             0.03422,           0.0066933,            0.011601,            0.009604,            0.009604,            0.009604
                   6,            0.056764,            0.018683,            0.016013,              0.4725,             0.53015,             0.49424,             0.23496,            0.032955,           0.0068848,            0.013561,            0.009505,            0.009505,            0.009505
                   7,            0.053649,            0.017783,            0.016201,             0.57943,             0.61079,             0.66216,             0.37171,            0.024525,           0.0066668,            0.012118,            0.009406,            0.009406,            0.009406
                   8,            0.051111,            0.017761,            0.015294,             0.60049,             0.64334,             0.69414,              0.3344,             0.02418,           0.0073136,            0.014307,            0.009307,            0.009307,            0.009307
                   9,            0.047405,            0.018635,             0.01656,             0.64412,             0.67613,             0.69656,             0.32233,            0.028873,           0.0074999,            0.011851,            0.009208,            0.009208,            0.009208
                  10,            0.049519,            0.018339,            0.014072,             0.82123,             0.75927,             0.82373,             0.48238,            0.023032,           0.0067738,           0.0093651,            0.009109,            0.009109,            0.009109
                  11,            0.044105,            0.018066,            0.014392,             0.56452,             0.65721,             0.68711,             0.38684,            0.027895,           0.0070059,            0.011356,             0.00901,             0.00901,             0.00901
                  12,            0.044545,            0.017961,            0.011978,             0.82758,             0.67171,             0.79052,             0.47932,            0.025572,            0.006408,            0.014762,            0.008911,            0.008911,            0.008911
                  13,             0.04469,            0.017936,            0.011677,              0.7376,             0.62787,             0.70115,             0.40578,            0.026389,           0.0071207,            0.014094,            0.008812,            0.008812,            0.008812
                  14,             0.04655,             0.01717,            0.008612,             0.55161,             0.71007,             0.66105,             0.34734,            0.026175,           0.0073436,             0.01551,            0.008713,            0.008713,            0.008713
                  15,            0.042335,             0.01657,            0.010745,             0.71808,             0.76862,             0.81741,             0.49822,             0.02273,           0.0069421,            0.013774,            0.008614,            0.008614,            0.008614
