               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11148,            0.031845,            0.041772,           0.0029598,             0.84347,            0.011584,           0.0031931,            0.056341,            0.017618,            0.026958,             0.07723,             0.00023,             0.00023
                   1,            0.094931,            0.030399,            0.039986,           0.0029501,                0.89,            0.015919,           0.0039893,            0.049987,            0.015263,            0.025797,            0.053465,          0.00046535,          0.00046535
                   2,            0.077364,            0.029618,            0.034455,            0.003098,             0.96333,              0.0492,            0.014373,            0.040689,            0.014268,            0.023898,            0.029696,          0.00069594,          0.00069594
                   3,            0.071329,            0.031949,            0.033623,             0.13254,            0.070302,             0.16954,            0.059168,            0.035637,            0.012828,            0.021681,           0.0059218,          0.00092179,          0.00092179
                   4,            0.067156,            0.030285,            0.029503,             0.59954,             0.19859,             0.36469,             0.15903,            0.030812,            0.011474,            0.019724,           0.0009604,           0.0009604,           0.0009604
                   5,            0.058111,             0.02755,            0.030582,             0.42182,             0.56012,             0.61118,             0.31489,            0.026923,            0.010221,            0.018281,           0.0009604,           0.0009604,           0.0009604
                   6,            0.056535,            0.025614,            0.027437,              0.5185,             0.64968,             0.65596,             0.34992,            0.025428,           0.0091321,            0.017466,           0.0009505,           0.0009505,           0.0009505
                   7,            0.053914,             0.02252,            0.029721,             0.51386,             0.68155,                0.66,             0.36436,            0.023774,           0.0082287,             0.01662,           0.0009406,           0.0009406,           0.0009406
                   8,             0.04995,            0.022122,            0.028694,             0.54609,             0.69595,             0.68024,             0.40415,            0.022515,           0.0071946,            0.015809,           0.0009307,           0.0009307,           0.0009307
                   9,            0.047345,            0.021872,            0.026015,             0.60424,             0.74091,             0.68181,             0.35883,            0.022356,           0.0068284,            0.015092,           0.0009208,           0.0009208,           0.0009208
                  10,            0.044906,            0.021045,            0.023772,             0.64506,             0.65552,             0.71366,             0.39788,            0.021624,            0.006645,            0.014534,           0.0009109,           0.0009109,           0.0009109
                  11,            0.041656,             0.02035,            0.024264,             0.66376,             0.63261,             0.71529,             0.42342,            0.022674,           0.0064144,            0.014297,            0.000901,            0.000901,            0.000901
                  12,            0.042719,            0.020422,            0.023582,             0.65821,             0.69152,             0.73948,             0.48894,            0.021354,           0.0061534,            0.013946,           0.0008911,           0.0008911,           0.0008911
                  13,            0.042712,             0.01975,            0.023897,             0.66059,              0.7323,             0.77541,             0.51193,            0.020837,           0.0058843,            0.013321,           0.0008812,           0.0008812,           0.0008812
                  14,            0.040296,            0.018788,            0.020328,             0.69549,             0.73963,              0.7733,             0.51864,            0.020396,           0.0059941,            0.012904,           0.0008713,           0.0008713,           0.0008713
                  15,            0.040376,            0.018027,              0.0196,             0.71689,             0.71811,             0.78164,              0.5324,            0.020218,           0.0059373,            0.012578,           0.0008614,           0.0008614,           0.0008614
                  16,            0.041388,            0.019213,             0.02098,             0.67479,             0.82644,             0.80092,             0.47962,            0.020995,           0.0058832,            0.012262,           0.0008515,           0.0008515,           0.0008515
                  17,             0.04092,             0.01909,            0.018877,             0.73307,             0.73523,             0.80081,             0.53475,            0.019429,           0.0058582,            0.012543,           0.0008416,           0.0008416,           0.0008416
                  18,            0.039195,            0.018604,            0.018616,             0.72106,             0.73284,             0.81369,             0.54964,            0.019218,           0.0057561,            0.012726,           0.0008317,           0.0008317,           0.0008317
                  19,             0.03883,            0.017502,            0.016939,             0.66687,             0.83153,              0.8133,              0.5457,             0.01918,           0.0057097,            0.012345,           0.0008218,           0.0008218,           0.0008218
                  20,            0.039542,            0.017427,            0.016187,             0.69374,             0.83154,             0.82838,             0.55323,            0.019062,           0.0056421,            0.011987,           0.0008119,           0.0008119,           0.0008119
                  21,            0.040043,            0.017917,            0.016523,             0.67444,             0.85554,             0.82166,             0.53176,            0.019811,           0.0055112,             0.01181,            0.000802,            0.000802,            0.000802
                  22,            0.036676,            0.017932,            0.014381,             0.87514,             0.66033,             0.82023,             0.55587,            0.019967,           0.0054044,             0.01175,           0.0007921,           0.0007921,           0.0007921
                  23,            0.036638,            0.018087,            0.013935,             0.68832,             0.85958,              0.8309,             0.55173,            0.020186,            0.005403,            0.011614,           0.0007822,           0.0007822,           0.0007822
                  24,            0.036372,            0.017056,             0.01433,              0.7052,             0.87535,             0.84315,               0.552,            0.020437,           0.0053723,            0.011387,           0.0007723,           0.0007723,           0.0007723
                  25,             0.03335,            0.016054,            0.012756,             0.73058,             0.84714,             0.84422,             0.56944,            0.019517,           0.0053567,            0.011551,           0.0007624,           0.0007624,           0.0007624
                  26,             0.03545,            0.017419,            0.013735,             0.71471,             0.84714,             0.84183,             0.56156,            0.019096,           0.0053465,            0.011773,           0.0007525,           0.0007525,           0.0007525
                  27,            0.034601,            0.016302,            0.012613,             0.67605,             0.88641,             0.83645,             0.57708,             0.01953,           0.0053597,            0.012137,           0.0007426,           0.0007426,           0.0007426
                  28,            0.035767,            0.017661,            0.012678,             0.73987,             0.81645,             0.83304,             0.55724,            0.019169,           0.0052876,            0.012144,           0.0007327,           0.0007327,           0.0007327
                  29,            0.037535,            0.017611,            0.014209,             0.73542,             0.80883,             0.84835,             0.53141,            0.019653,           0.0052454,            0.011612,           0.0007228,           0.0007228,           0.0007228
                  30,            0.034895,            0.016469,            0.012043,             0.74261,             0.81194,             0.85795,             0.59007,            0.019011,            0.005204,            0.010972,           0.0007129,           0.0007129,           0.0007129
                  31,             0.03597,            0.017004,            0.012265,             0.76022,             0.80531,               0.864,             0.54765,            0.019708,           0.0051927,            0.011035,            0.000703,            0.000703,            0.000703
                  32,            0.031764,            0.015959,            0.010475,             0.75349,             0.82402,              0.8549,             0.59715,            0.018284,           0.0051247,            0.011245,           0.0006931,           0.0006931,           0.0006931
                  33,            0.030943,            0.015737,            0.010216,             0.75294,             0.84101,             0.85961,             0.60546,            0.018513,           0.0051545,             0.01139,           0.0006832,           0.0006832,           0.0006832
                  34,            0.034644,            0.017188,             0.01234,              0.7935,             0.78977,             0.86805,             0.59561,            0.018091,           0.0051112,            0.011527,           0.0006733,           0.0006733,           0.0006733
                  35,            0.032426,            0.016269,           0.0097087,             0.79879,             0.80057,             0.87699,             0.58441,            0.018385,           0.0050973,            0.011327,           0.0006634,           0.0006634,           0.0006634
                  36,            0.031301,            0.016263,            0.010661,             0.82053,             0.78835,             0.88212,             0.60893,            0.018739,            0.005055,            0.010942,           0.0006535,           0.0006535,           0.0006535
                  37,            0.032338,            0.016522,            0.010609,             0.85164,             0.80202,             0.88748,             0.63094,            0.018251,           0.0050385,            0.010668,           0.0006436,           0.0006436,           0.0006436
