               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.32599,            0.033872,            0.062601,           0.0029653,             0.81825,            0.012666,           0.0032542,             0.15513,             0.02082,            0.040522,             0.07746,             0.00046,             0.00046
                   1,             0.25601,            0.035088,            0.059954,            0.003124,             0.93288,            0.022008,           0.0062304,             0.12332,            0.019213,            0.038521,            0.053921,          0.00092139,          0.00092139
                   2,             0.20335,             0.03479,            0.050607,           0.0032165,             0.98246,            0.058573,            0.018363,             0.10279,            0.017222,            0.035029,            0.030364,           0.0013638,           0.0013638
                   3,              0.1852,            0.036914,            0.049918,           0.0062347,                   1,             0.19332,             0.08232,            0.084429,            0.015454,            0.032499,           0.0067871,           0.0017871,           0.0017871
                   4,             0.17063,            0.034941,            0.044798,             0.96012,             0.17036,             0.53629,             0.26655,            0.076379,            0.013659,            0.030556,           0.0018416,           0.0018416,           0.0018416
                   5,             0.14859,            0.031854,            0.047194,             0.83682,             0.37339,             0.63118,              0.3112,            0.074375,            0.011846,            0.028877,           0.0018416,           0.0018416,           0.0018416
                   6,             0.14574,            0.030786,            0.042793,             0.56946,             0.55153,             0.65988,             0.39457,            0.070462,            0.010484,            0.027649,            0.001802,            0.001802,            0.001802
                   7,              0.1403,            0.027016,            0.044562,              0.5564,             0.56163,              0.6593,             0.41334,            0.072299,           0.0095695,            0.026769,           0.0017624,           0.0017624,           0.0017624
                   8,             0.13066,            0.026659,            0.045622,             0.54247,             0.55961,             0.66829,             0.42003,            0.065167,           0.0089676,            0.025941,           0.0017228,           0.0017228,           0.0017228
                   9,             0.12344,            0.026106,            0.042164,             0.54237,             0.56022,             0.67263,             0.39388,            0.064415,           0.0084711,            0.025332,           0.0016832,           0.0016832,           0.0016832
                  10,             0.12096,            0.024966,            0.039699,             0.54619,             0.56368,             0.67759,             0.41081,             0.06546,           0.0079836,            0.024968,           0.0016436,           0.0016436,           0.0016436
                  11,             0.11062,            0.024154,            0.042531,             0.52121,             0.66608,             0.65105,             0.39021,            0.068413,           0.0074205,            0.024561,            0.001604,            0.001604,            0.001604
                  12,             0.11257,            0.023978,            0.040345,             0.63225,             0.61711,             0.72144,             0.50108,            0.062479,           0.0071785,            0.024139,           0.0015644,           0.0015644,           0.0015644
                  13,             0.11449,            0.023105,            0.041793,             0.65046,             0.62118,             0.73021,             0.46638,             0.06452,             0.00699,            0.023849,           0.0015248,           0.0015248,           0.0015248
                  14,             0.10981,             0.02191,            0.037184,             0.68075,             0.64761,             0.73742,             0.45597,            0.061799,           0.0068978,            0.023705,           0.0014852,           0.0014852,           0.0014852
                  15,             0.10736,            0.021017,            0.036386,             0.68931,             0.67921,             0.73345,             0.49789,            0.058555,           0.0067766,            0.023186,           0.0014456,           0.0014456,           0.0014456
                  16,             0.11032,            0.022051,            0.038894,             0.66041,              0.6877,             0.74398,             0.45942,            0.063365,           0.0065382,            0.022656,            0.001406,            0.001406,            0.001406
                  17,             0.10868,            0.021823,            0.036341,             0.66662,             0.68484,             0.75082,             0.52461,            0.058686,           0.0065211,            0.022599,           0.0013664,           0.0013664,           0.0013664
                  18,             0.10713,            0.021332,            0.036211,             0.67418,              0.7466,             0.75054,             0.53153,            0.058152,           0.0064471,            0.022326,           0.0013268,           0.0013268,           0.0013268
                  19,             0.10592,             0.02017,            0.033544,             0.65033,             0.79896,             0.75988,             0.51403,            0.061423,           0.0063612,            0.021847,           0.0012872,           0.0012872,           0.0012872
                  20,             0.10593,            0.020122,            0.033285,             0.67384,             0.76531,              0.7706,             0.52726,            0.058212,              0.0062,            0.021753,           0.0012476,           0.0012476,           0.0012476
                  21,              0.1093,            0.020305,            0.033075,             0.66724,             0.77873,             0.76425,             0.52627,            0.054945,           0.0061774,            0.021361,            0.001208,            0.001208,            0.001208
                  22,            0.095291,            0.020408,            0.031069,             0.66221,             0.77511,             0.77227,             0.55235,            0.055597,           0.0060531,            0.020944,           0.0011684,           0.0011684,           0.0011684
                  23,            0.097802,            0.020604,            0.030589,             0.64995,             0.81503,             0.76745,             0.50687,            0.056423,            0.006034,             0.02038,           0.0011288,           0.0011288,           0.0011288
                  24,            0.098069,            0.019218,            0.030344,              0.6594,             0.86241,              0.7853,             0.50793,            0.059674,           0.0059537,            0.019845,           0.0010892,           0.0010892,           0.0010892
                  25,            0.087453,            0.018138,            0.028969,             0.67226,             0.76132,              0.7804,             0.52059,            0.058513,           0.0058533,            0.019797,           0.0010496,           0.0010496,           0.0010496
                  26,            0.091684,            0.019521,            0.029812,              0.6707,             0.80003,             0.78727,              0.5694,            0.053617,              0.0058,            0.019757,             0.00101,             0.00101,             0.00101
