               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.33114,            0.033591,            0.021168,            0.003008,             0.83116,            0.011717,           0.0028816,             0.16291,            0.020728,            0.013751,             0.07723,             0.00023,             0.00023
                   1,             0.27536,            0.034165,            0.020924,           0.0030121,               0.842,            0.012253,           0.0030953,             0.14353,            0.019247,            0.013613,            0.053461,          0.00046069,          0.00046069
                   2,             0.22428,            0.034031,             0.01881,             0.00316,             0.92362,            0.023407,             0.00661,             0.11681,            0.018277,            0.013314,            0.029682,          0.00068188,          0.00068188
                   3,             0.20671,            0.037072,            0.019527,           0.0032695,             0.98246,            0.040686,            0.013409,             0.10301,             0.01702,            0.012922,           0.0058936,          0.00089357,          0.00089357
                   4,             0.19702,            0.036184,             0.01868,           0.0032119,             0.98246,            0.089778,            0.031702,            0.090456,            0.016191,            0.012481,           0.0009208,           0.0009208,           0.0009208
                   5,             0.17041,            0.035151,            0.018161,           0.0032575,             0.98246,             0.17479,            0.075754,            0.081291,            0.015094,            0.012203,           0.0009208,           0.0009208,           0.0009208
                   6,             0.16614,            0.035468,            0.017802,            0.029842,                   1,             0.34169,             0.13896,            0.072964,            0.014019,            0.011894,            0.000901,            0.000901,            0.000901
                   7,             0.15688,            0.031874,            0.017976,            0.048895,             0.98246,             0.46922,              0.2238,            0.066386,            0.013149,            0.011704,           0.0008812,           0.0008812,           0.0008812
                   8,             0.14802,            0.031437,            0.017846,              0.3404,             0.76877,             0.50823,             0.25202,            0.063774,            0.012113,            0.011505,           0.0008614,           0.0008614,           0.0008614
                   9,             0.13235,            0.031298,            0.017285,             0.65415,             0.51667,             0.50941,             0.29669,            0.061727,            0.011266,            0.011255,           0.0008416,           0.0008416,           0.0008416
                  10,             0.13012,            0.029381,            0.016204,             0.31474,             0.55898,             0.48577,             0.28117,            0.061182,            0.010361,            0.011063,           0.0008218,           0.0008218,           0.0008218
                  11,              0.1202,            0.028195,            0.016678,             0.30636,             0.54103,             0.48067,              0.2871,            0.060576,            0.009662,             0.01091,            0.000802,            0.000802,            0.000802
                  12,             0.12138,            0.027205,            0.016313,             0.31601,             0.55888,             0.47125,             0.30928,            0.057786,           0.0093245,            0.010863,           0.0007822,           0.0007822,           0.0007822
                  13,             0.12059,            0.026009,            0.016483,              0.3554,              0.5836,             0.48609,             0.30487,            0.059046,           0.0089436,             0.01072,           0.0007624,           0.0007624,           0.0007624
                  14,             0.11322,              0.0247,            0.015979,             0.33809,             0.58981,             0.50533,             0.32924,            0.058857,           0.0084187,            0.010579,           0.0007426,           0.0007426,           0.0007426
                  15,             0.10997,            0.023783,            0.015876,             0.35183,             0.70956,             0.50814,              0.3241,            0.058695,           0.0079964,            0.010497,           0.0007228,           0.0007228,           0.0007228
                  16,             0.11434,            0.024534,            0.016399,             0.34261,             0.77608,             0.49006,             0.30602,            0.058999,           0.0078673,            0.010442,            0.000703,            0.000703,            0.000703
                  17,             0.11388,            0.024521,            0.015948,             0.36138,             0.73479,             0.50997,             0.34248,            0.056098,           0.0078602,             0.01044,           0.0006832,           0.0006832,           0.0006832
                  18,             0.11106,            0.023799,            0.015796,             0.35389,             0.76159,             0.50576,             0.34907,            0.055652,           0.0077065,            0.010391,           0.0006634,           0.0006634,           0.0006634
                  19,             0.10883,            0.022663,            0.015362,              0.3621,             0.75696,             0.52232,             0.36939,            0.055181,           0.0074022,            0.010254,           0.0006436,           0.0006436,           0.0006436
                  20,             0.10926,            0.022571,            0.015788,             0.37748,             0.67366,             0.55632,             0.38674,            0.053808,           0.0072632,            0.010139,           0.0006238,           0.0006238,           0.0006238
                  21,             0.11138,              0.0228,            0.015266,             0.37518,             0.70351,             0.57132,             0.37672,            0.053978,           0.0071465,            0.010128,            0.000604,            0.000604,            0.000604
                  22,             0.10234,             0.02278,            0.015135,             0.38574,             0.70104,             0.57165,              0.4017,            0.053365,           0.0070394,            0.010114,           0.0005842,           0.0005842,           0.0005842
                  23,             0.10194,            0.023122,            0.015078,             0.38478,             0.68388,             0.57441,             0.39588,            0.054136,           0.0069455,            0.010099,           0.0005644,           0.0005644,           0.0005644
                  24,            0.099975,            0.021739,            0.015356,             0.41725,             0.67401,             0.59222,             0.40886,            0.052838,           0.0067982,            0.010047,           0.0005446,           0.0005446,           0.0005446
                  25,            0.089954,            0.020509,            0.014647,             0.44371,               0.631,             0.59428,              0.4096,            0.052966,           0.0066625,           0.0099884,           0.0005248,           0.0005248,           0.0005248
                  26,            0.093291,            0.021861,            0.015096,             0.45348,               0.631,             0.59758,             0.42843,            0.051635,           0.0066271,           0.0099907,            0.000505,            0.000505,            0.000505
                  27,            0.094892,            0.020649,            0.014964,             0.42618,             0.67753,             0.59698,             0.42433,            0.054573,           0.0065745,           0.0099529,           0.0004852,           0.0004852,           0.0004852
                  28,             0.09936,             0.02245,            0.015176,             0.39164,             0.73942,             0.59463,             0.42563,            0.053598,           0.0065247,           0.0099243,           0.0004654,           0.0004654,           0.0004654
                  29,             0.10272,            0.021994,            0.015602,             0.41416,             0.75319,             0.61262,             0.43981,            0.052123,            0.006454,           0.0098791,           0.0004456,           0.0004456,           0.0004456
                  30,            0.094667,            0.020922,            0.015576,             0.48031,             0.66642,             0.61668,             0.43763,            0.051011,           0.0063812,           0.0098557,           0.0004258,           0.0004258,           0.0004258
                  31,             0.10125,            0.021027,            0.015245,             0.45393,             0.71359,             0.62786,             0.44886,            0.051422,            0.006377,           0.0098402,            0.000406,            0.000406,            0.000406
                  32,            0.088244,            0.020114,            0.013902,             0.44004,             0.71054,             0.62914,             0.45145,            0.050616,           0.0063661,            0.009815,           0.0003862,           0.0003862,           0.0003862
                  33,             0.08503,            0.019552,            0.014308,             0.43543,             0.75023,             0.63154,             0.45276,            0.051071,           0.0063296,           0.0097898,           0.0003664,           0.0003664,           0.0003664
