               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.31134,            0.017682,            0.041527,           0.0031664,             0.87246,            0.013692,           0.0035565,             0.14161,            0.011507,            0.026862,             0.07815,             0.00115,             0.00115
                   1,              0.2224,            0.019307,            0.038948,           0.0032021,             0.99537,            0.036059,            0.011844,             0.10483,            0.010408,            0.024701,            0.055303,           0.0023035,           0.0023035
                   2,             0.17785,            0.018722,            0.032144,           0.0031741,                   1,             0.08415,            0.035128,            0.086523,           0.0089709,            0.023158,            0.032409,           0.0034094,           0.0034094
                   3,              0.1624,            0.019131,            0.032193,            0.029317,             0.99537,             0.32471,             0.13123,            0.087212,            0.007286,            0.021117,           0.0094678,           0.0044678,           0.0044678
                   4,             0.15606,            0.017749,            0.029432,             0.56313,             0.33137,             0.47936,             0.22591,            0.085256,           0.0063618,            0.020424,            0.004604,            0.004604,            0.004604
                   5,             0.13742,            0.016547,            0.031548,             0.90453,             0.24223,              0.5972,             0.31633,            0.083983,           0.0057825,             0.01949,            0.004604,            0.004604,            0.004604
                   6,             0.13789,            0.016552,            0.029233,             0.65636,             0.31504,             0.62218,             0.39377,            0.065614,           0.0055211,             0.01826,            0.004505,            0.004505,            0.004505
                   7,             0.13432,            0.014808,            0.030371,             0.90944,             0.34407,             0.63124,             0.37659,            0.066594,           0.0052295,            0.017873,            0.004406,            0.004406,            0.004406
                   8,             0.12904,            0.014744,            0.031078,             0.91295,             0.38212,             0.65912,             0.40811,               0.068,           0.0050128,            0.017574,            0.004307,            0.004307,            0.004307
                   9,             0.12159,            0.015059,            0.029042,             0.69152,             0.40757,             0.66645,             0.39778,            0.062312,           0.0048304,            0.017325,            0.004208,            0.004208,            0.004208
                  10,              0.1148,            0.014478,            0.027279,             0.68139,             0.36588,             0.51999,             0.33442,            0.073356,           0.0045665,            0.017912,            0.004109,            0.004109,            0.004109
                  11,             0.10654,            0.014151,            0.029467,               0.634,             0.42248,             0.52688,             0.34502,            0.075284,           0.0043523,            0.018394,             0.00401,             0.00401,             0.00401
                  12,             0.11246,            0.013719,            0.027839,              0.5675,             0.55935,             0.56725,             0.38485,            0.060604,           0.0043505,            0.017902,            0.003911,            0.003911,            0.003911
                  13,             0.11178,            0.013555,            0.028602,             0.55513,             0.57074,             0.59268,             0.36967,            0.062068,           0.0041781,            0.017772,            0.003812,            0.003812,            0.003812
                  14,             0.11027,            0.012831,            0.026394,             0.51284,             0.51592,             0.58681,             0.39587,            0.061185,           0.0041076,            0.017651,            0.003713,            0.003713,            0.003713
                  15,              0.1025,            0.012185,            0.026751,             0.59117,             0.59883,             0.63769,             0.40452,            0.063642,           0.0039105,             0.01717,            0.003614,            0.003614,            0.003614
                  16,              0.1055,            0.012713,            0.027465,             0.60351,             0.66969,             0.68357,             0.36647,            0.065008,            0.003738,             0.01653,            0.003515,            0.003515,            0.003515
                  17,             0.10571,            0.012643,            0.025845,             0.55699,              0.6631,             0.68494,             0.45482,             0.05858,           0.0037164,            0.016378,            0.003416,            0.003416,            0.003416
                  18,             0.10384,            0.012276,            0.026135,             0.64772,             0.61503,             0.69983,             0.48689,            0.054527,           0.0036738,            0.016132,            0.003317,            0.003317,            0.003317
                  19,            0.099926,            0.011536,            0.023743,              0.6716,             0.66793,             0.70698,             0.49033,            0.051988,             0.00363,            0.015657,            0.003218,            0.003218,            0.003218
                  20,             0.10325,             0.01127,            0.023876,             0.58715,             0.71487,             0.70527,             0.45746,            0.058296,           0.0034788,            0.015223,            0.003119,            0.003119,            0.003119
                  21,             0.10395,            0.011332,             0.02334,             0.60858,             0.73153,             0.71712,             0.46422,            0.060265,           0.0034108,            0.014421,             0.00302,             0.00302,             0.00302
                  22,            0.093581,            0.011466,            0.021958,             0.63458,              0.7423,             0.71897,             0.46032,            0.060421,           0.0033219,            0.014272,            0.002921,            0.002921,            0.002921
                  23,            0.095484,            0.011617,             0.02183,             0.65112,             0.73382,             0.73663,             0.49376,            0.056512,           0.0033084,            0.013973,            0.002822,            0.002822,            0.002822
                  24,             0.09477,             0.01093,            0.022079,             0.63444,             0.70845,             0.72654,             0.45935,            0.059806,           0.0033356,            0.013649,            0.002723,            0.002723,            0.002723
                  25,            0.084971,            0.010244,            0.020748,             0.68937,              0.7129,             0.72836,             0.48689,            0.057265,           0.0033747,            0.013526,            0.002624,            0.002624,            0.002624
                  26,            0.089568,            0.010778,            0.021163,             0.63644,             0.75992,              0.7189,             0.48193,            0.058275,           0.0033697,            0.013269,            0.002525,            0.002525,            0.002525
                  27,              0.0916,            0.010042,            0.020896,             0.63236,             0.74917,             0.74181,             0.48334,            0.058637,           0.0033461,            0.013366,            0.002426,            0.002426,            0.002426
                  28,            0.094591,             0.01107,            0.020271,             0.70681,             0.72297,             0.76864,             0.54366,            0.055786,           0.0032588,            0.013205,            0.002327,            0.002327,            0.002327
                  29,            0.095755,            0.010834,            0.020699,             0.73748,             0.74491,              0.7878,             0.55219,             0.05796,           0.0031475,            0.013176,            0.002228,            0.002228,            0.002228
                  30,            0.088406,            0.010245,            0.019677,             0.73196,              0.7351,             0.79599,             0.50594,            0.062659,           0.0030726,            0.013273,            0.002129,            0.002129,            0.002129
                  31,            0.091404,            0.010279,             0.02048,             0.70639,             0.75213,              0.7882,             0.50445,            0.063192,           0.0030578,            0.012903,             0.00203,             0.00203,             0.00203
                  32,            0.081876,           0.0096504,            0.016651,             0.72034,             0.71914,             0.79417,             0.55053,            0.057799,           0.0030542,            0.012269,            0.001931,            0.001931,            0.001931
                  33,            0.077627,           0.0093829,            0.017761,             0.71859,             0.70878,             0.80532,             0.57184,            0.057754,           0.0030722,            0.012363,            0.001832,            0.001832,            0.001832
                  34,            0.088088,            0.010371,            0.019572,              0.7104,             0.67233,             0.76846,             0.55221,            0.052164,           0.0031294,            0.012636,            0.001733,            0.001733,            0.001733
                  35,            0.079442,           0.0097905,            0.017347,             0.78742,             0.60632,             0.76855,              0.5447,            0.053623,           0.0031725,            0.012791,            0.001634,            0.001634,            0.001634
                  36,            0.076308,             0.00967,            0.018097,             0.78702,             0.58285,             0.76612,             0.54896,            0.049903,           0.0031229,            0.012836,            0.001535,            0.001535,            0.001535
                  37,            0.079936,           0.0098506,             0.01847,             0.71678,             0.63479,             0.77448,              0.5586,            0.050811,           0.0030638,            0.012633,            0.001436,            0.001436,            0.001436
                  38,            0.079367,           0.0091948,             0.01817,             0.78988,             0.60738,              0.7806,             0.55261,            0.050199,           0.0030609,            0.012435,            0.001337,            0.001337,            0.001337
                  39,            0.083539,            0.009831,            0.017118,             0.78044,             0.62098,             0.78337,             0.54073,            0.052928,            0.003047,            0.012625,            0.001238,            0.001238,            0.001238
                  40,            0.076034,           0.0085354,            0.017021,             0.80972,             0.62737,             0.79253,             0.56051,            0.050992,           0.0029759,            0.012766,            0.001139,            0.001139,            0.001139
