               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10997,            0.031946,            0.041447,           0.0029795,             0.86783,            0.014165,           0.0036083,            0.053509,            0.017289,             0.02661,             0.07746,             0.00046,             0.00046
                   1,            0.087794,            0.030855,            0.038883,           0.0031381,             0.96796,            0.037045,            0.010882,            0.042875,            0.014962,            0.024374,            0.053931,          0.00093069,          0.00093069
                   2,            0.069886,            0.029762,            0.031895,             0.12724,              0.2444,             0.19947,            0.074483,            0.034822,            0.012822,            0.020905,            0.030392,           0.0013919,           0.0013919
                   3,            0.063669,            0.030015,            0.030253,             0.44347,             0.44052,             0.53772,             0.23716,            0.030161,            0.010642,            0.018989,           0.0068436,           0.0018436,           0.0018436
                   4,            0.058685,            0.026045,            0.026339,             0.26789,             0.71909,             0.46289,             0.21648,            0.028903,            0.010129,            0.017994,           0.0019208,           0.0019208,           0.0019208
                   5,            0.052084,            0.022865,            0.028554,             0.43944,             0.70591,             0.60113,             0.32528,            0.025315,           0.0077467,            0.016168,           0.0019208,           0.0019208,           0.0019208
                   6,            0.052191,              0.0221,            0.024581,             0.55145,             0.71012,             0.67959,             0.38436,            0.023866,           0.0071219,            0.015067,            0.001901,            0.001901,            0.001901
                   7,             0.04934,            0.020127,            0.025559,             0.50438,             0.67595,             0.63208,             0.37005,              0.0245,           0.0066179,            0.014311,           0.0018812,           0.0018812,           0.0018812
                   8,            0.047132,            0.019783,            0.024317,             0.56543,             0.75489,             0.72059,             0.43834,            0.022141,           0.0061553,            0.014156,           0.0018614,           0.0018614,           0.0018614
                   9,            0.044308,            0.019641,            0.022502,             0.52342,             0.75293,             0.69629,             0.36991,              0.0228,            0.005936,             0.01358,           0.0018416,           0.0018416,           0.0018416
                  10,            0.043407,            0.019186,            0.019459,             0.61696,             0.69899,             0.71899,             0.44042,            0.022696,           0.0058509,            0.013481,           0.0018218,           0.0018218,           0.0018218
                  11,            0.040237,            0.018395,             0.01993,              0.6497,             0.77511,             0.76937,             0.49465,            0.022874,           0.0058076,            0.013492,            0.001802,            0.001802,            0.001802
                  12,            0.041199,            0.018597,            0.017808,             0.68761,             0.74775,             0.78163,              0.5097,            0.022447,           0.0057074,            0.013053,           0.0017822,           0.0017822,           0.0017822
                  13,            0.041332,            0.018226,            0.018261,             0.68268,             0.72858,             0.77142,             0.48598,            0.023206,            0.005623,            0.012594,           0.0017624,           0.0017624,           0.0017624
                  14,            0.039686,             0.01726,            0.014486,             0.71171,             0.73321,             0.81222,             0.50574,            0.023225,           0.0055289,            0.012384,           0.0017426,           0.0017426,           0.0017426
                  15,            0.038321,            0.016718,            0.013901,             0.82082,             0.65038,              0.8169,             0.51855,            0.020534,           0.0055259,            0.012686,           0.0017228,           0.0017228,           0.0017228
                  16,            0.039532,            0.017664,            0.014782,             0.67118,              0.8298,             0.81972,             0.56337,            0.019851,           0.0055588,             0.01194,            0.001703,            0.001703,            0.001703
                  17,            0.040389,            0.017537,            0.012156,             0.74286,             0.72079,             0.84429,             0.58908,            0.019192,            0.005567,            0.011833,           0.0016832,           0.0016832,           0.0016832
                  18,            0.038548,            0.017342,            0.012874,             0.80955,             0.77521,             0.85696,             0.58625,            0.019903,           0.0054408,            0.011889,           0.0016634,           0.0016634,           0.0016634
                  19,            0.037612,            0.016066,            0.011693,             0.81434,             0.72191,             0.84902,             0.55718,            0.020734,           0.0054229,            0.011447,           0.0016436,           0.0016436,           0.0016436
                  20,            0.040137,            0.015875,            0.010563,             0.78064,              0.8218,             0.87142,               0.568,            0.021005,           0.0053995,            0.010831,           0.0016238,           0.0016238,           0.0016238
                  21,            0.038823,            0.016604,            0.011216,             0.77435,             0.81915,             0.87911,              0.5888,            0.021224,           0.0052467,            0.010703,            0.001604,            0.001604,            0.001604
                  22,            0.035361,             0.01682,            0.010155,             0.82254,             0.82109,             0.88645,             0.61098,            0.020796,           0.0051992,            0.010554,           0.0015842,           0.0015842,           0.0015842
                  23,            0.035862,            0.016679,           0.0087848,             0.83853,             0.82313,             0.88652,             0.61446,            0.020685,           0.0052295,            0.010708,           0.0015644,           0.0015644,           0.0015644
                  24,            0.035349,            0.015786,           0.0094335,             0.82007,             0.83177,             0.88166,             0.61402,             0.01925,           0.0052842,            0.010626,           0.0015446,           0.0015446,           0.0015446
                  25,            0.031639,            0.014779,           0.0084134,             0.80279,             0.82251,             0.88117,              0.6237,            0.018441,           0.0051626,            0.011904,           0.0015248,           0.0015248,           0.0015248
                  26,            0.035214,            0.016145,           0.0083231,             0.83623,             0.81901,             0.88365,             0.62415,            0.018824,           0.0051976,            0.011776,            0.001505,            0.001505,            0.001505
