               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11159,            0.016546,            0.062177,           0.0029012,             0.82435,             0.01186,           0.0031984,            0.056596,            0.010188,            0.040035,             0.07723,             0.00023,             0.00023
                   1,            0.095777,            0.016523,            0.058874,           0.0028885,             0.87246,            0.014442,           0.0036258,            0.050517,           0.0092666,            0.037752,            0.053461,          0.00046069,          0.00046069
                   2,            0.078208,            0.016335,            0.049971,           0.0030209,             0.94579,            0.035901,           0.0095578,            0.041617,           0.0087737,            0.034185,            0.029682,          0.00068188,          0.00068188
                   3,            0.072581,            0.017706,            0.048111,           0.0067257,             0.98246,            0.077978,            0.026376,            0.036039,           0.0081335,            0.030715,           0.0058936,          0.00089357,          0.00089357
                   4,            0.068641,            0.017259,            0.041429,             0.46338,             0.15278,             0.20851,            0.085137,            0.032081,           0.0075447,            0.027569,           0.0009208,           0.0009208,           0.0009208
                   5,            0.059946,            0.016549,            0.043528,             0.85726,              0.2037,             0.45264,              0.2289,            0.027696,           0.0069501,            0.025245,           0.0009208,           0.0009208,           0.0009208
                   6,            0.058195,            0.016428,            0.037897,             0.49061,             0.28738,             0.59894,             0.30105,            0.026075,             0.00626,            0.023266,            0.000901,            0.000901,            0.000901
                   7,            0.055718,            0.014509,            0.040653,              0.5272,             0.46738,             0.65162,             0.34871,            0.025279,           0.0057954,            0.021769,           0.0008812,           0.0008812,           0.0008812
                   8,            0.052081,            0.014195,            0.037196,             0.48137,             0.58737,             0.68913,             0.41865,            0.023946,            0.005432,            0.021296,           0.0008614,           0.0008614,           0.0008614
                   9,            0.049681,            0.013964,            0.033742,             0.56589,             0.66461,             0.68672,             0.40133,            0.024291,            0.004983,            0.020241,           0.0008416,           0.0008416,           0.0008416
                  10,            0.047181,            0.013221,            0.029144,             0.60891,             0.69518,             0.70823,             0.44924,            0.023336,           0.0046334,            0.018846,           0.0008218,           0.0008218,           0.0008218
                  11,            0.044798,            0.012778,            0.028981,             0.61566,             0.69141,             0.74134,             0.42387,            0.023694,           0.0043227,            0.017713,            0.000802,            0.000802,            0.000802
                  12,            0.044307,            0.012579,             0.02685,             0.63004,                0.77,              0.7614,              0.4985,            0.023254,           0.0040996,            0.017382,           0.0007822,           0.0007822,           0.0007822
                  13,            0.044624,            0.012088,             0.02811,             0.62963,             0.76316,             0.77552,             0.49616,            0.023384,             0.00392,            0.017002,           0.0007624,           0.0007624,           0.0007624
                  14,            0.042471,            0.011598,            0.021724,             0.67983,             0.74812,             0.77479,             0.47036,            0.023497,           0.0038036,            0.015869,           0.0007426,           0.0007426,           0.0007426
                  15,             0.04148,            0.011122,            0.021219,             0.78992,             0.66317,             0.79864,             0.47774,            0.022455,           0.0036992,            0.016703,           0.0007228,           0.0007228,           0.0007228
                  16,            0.043269,            0.011559,             0.02183,             0.68048,             0.78644,             0.80367,             0.50424,            0.022068,           0.0036087,            0.016563,            0.000703,            0.000703,            0.000703
                  17,            0.043571,            0.011403,            0.018778,             0.73617,             0.74984,             0.81755,             0.56304,            0.020942,           0.0036301,            0.016116,           0.0006832,           0.0006832,           0.0006832
                  18,            0.040947,            0.011209,             0.01982,             0.76187,             0.78735,             0.82772,             0.55007,            0.020553,           0.0036234,            0.015622,           0.0006634,           0.0006634,           0.0006634
                  19,            0.040613,            0.010673,            0.017221,             0.76698,             0.77612,             0.85028,             0.55234,            0.020789,           0.0035346,            0.015577,           0.0006436,           0.0006436,           0.0006436
                  20,            0.041114,            0.010629,            0.015791,             0.75316,             0.75283,             0.84877,             0.53559,            0.021669,           0.0034643,            0.014944,           0.0006238,           0.0006238,           0.0006238
                  21,             0.04202,            0.010762,            0.017923,             0.82586,             0.77625,             0.86458,             0.58485,            0.020609,           0.0034066,            0.014776,            0.000604,            0.000604,            0.000604
                  22,            0.038418,            0.010798,            0.015691,             0.81603,             0.74519,             0.86378,             0.57733,             0.02071,           0.0033499,            0.014705,           0.0005842,           0.0005842,           0.0005842
                  23,             0.03833,            0.010925,            0.014583,              0.7441,             0.82132,             0.86964,             0.58388,            0.020806,           0.0033183,            0.014618,           0.0005644,           0.0005644,           0.0005644
                  24,            0.038036,            0.010287,            0.014687,             0.74508,             0.81748,             0.87064,             0.56469,            0.021455,           0.0033226,              0.0147,           0.0005446,           0.0005446,           0.0005446
                  25,            0.034889,           0.0097697,            0.013371,             0.72856,             0.82365,             0.87008,             0.58603,            0.020422,           0.0032734,            0.015256,           0.0005248,           0.0005248,           0.0005248
                  26,            0.036116,            0.010419,            0.014268,             0.80484,             0.78882,             0.87567,             0.57234,            0.020491,           0.0032339,            0.015203,            0.000505,            0.000505,            0.000505
                  27,            0.035983,           0.0098533,            0.012483,             0.86044,             0.71123,             0.86663,             0.58192,            0.020832,           0.0032562,             0.01546,           0.0004852,           0.0004852,           0.0004852
                  28,            0.037161,            0.010664,            0.013749,             0.75636,             0.81789,             0.85641,              0.5773,            0.021238,           0.0032676,            0.015762,           0.0004654,           0.0004654,           0.0004654
                  29,            0.037819,            0.010564,            0.016382,             0.79425,             0.76948,             0.86271,             0.57635,            0.020133,           0.0032503,            0.015386,           0.0004456,           0.0004456,           0.0004456
                  30,            0.035098,           0.0099986,            0.012183,             0.83174,             0.78496,             0.86649,             0.56614,            0.020281,           0.0032054,            0.015447,           0.0004258,           0.0004258,           0.0004258
                  31,            0.038105,            0.010094,            0.013349,             0.78033,             0.79211,             0.86802,             0.58216,            0.020081,           0.0031751,            0.015314,            0.000406,            0.000406,            0.000406
                  32,            0.032437,           0.0096452,            0.012063,             0.84628,              0.7689,             0.86824,             0.59488,            0.019673,           0.0031705,            0.015456,           0.0003862,           0.0003862,           0.0003862
                  33,            0.032332,           0.0094537,            0.011408,             0.85673,             0.75737,             0.86562,             0.60381,            0.019287,           0.0031483,             0.01532,           0.0003664,           0.0003664,           0.0003664
                  34,            0.035613,            0.010323,            0.014372,             0.83697,              0.8012,             0.86502,             0.60312,            0.019289,            0.003135,            0.015364,           0.0003466,           0.0003466,           0.0003466
                  35,            0.033767,           0.0098227,            0.010167,             0.85352,             0.82053,             0.87418,             0.57807,            0.019685,           0.0031427,            0.015223,           0.0003268,           0.0003268,           0.0003268
                  36,            0.032627,           0.0097285,            0.011719,             0.86363,             0.81229,             0.88005,             0.59327,             0.01996,           0.0031134,            0.014881,            0.000307,            0.000307,            0.000307
                  37,            0.034583,           0.0098943,            0.011696,             0.85735,              0.8063,             0.88069,             0.60293,            0.019519,           0.0030816,             0.01495,           0.0002872,           0.0002872,           0.0002872
                  38,            0.033643,           0.0095408,            0.010551,             0.84823,             0.77763,             0.87901,             0.60674,            0.019462,           0.0030724,             0.01504,           0.0002674,           0.0002674,           0.0002674
                  39,            0.035561,           0.0099499,             0.01179,             0.84283,             0.80319,             0.87707,             0.59091,            0.019745,           0.0030794,            0.015235,           0.0002476,           0.0002476,           0.0002476
                  40,            0.033545,           0.0090458,            0.010869,             0.80065,             0.82664,             0.86551,             0.59276,            0.019378,           0.0031141,            0.015986,           0.0002278,           0.0002278,           0.0002278
                  41,            0.036258,           0.0099856,             0.01004,             0.82532,             0.81717,             0.86838,             0.58254,            0.019354,           0.0031113,            0.015681,            0.000208,            0.000208,            0.000208
                  42,            0.031871,           0.0094166,           0.0098595,             0.83895,             0.82043,             0.87178,             0.59678,            0.019145,           0.0030995,            0.015509,           0.0001882,           0.0001882,           0.0001882
                  43,             0.03408,            0.009902,            0.010749,             0.82374,             0.78896,             0.87532,             0.60646,            0.019516,           0.0030853,            0.015351,           0.0001684,           0.0001684,           0.0001684
                  44,            0.032939,           0.0096695,            0.013566,             0.83142,             0.79604,             0.87338,             0.59393,            0.019445,            0.003094,            0.015297,           0.0001486,           0.0001486,           0.0001486
