               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.088538,            0.028798,            0.035421,             0.45516,             0.19444,             0.17355,            0.058646,            0.048377,            0.012424,             0.01888,                 0.1,               0.023,               0.023
                   1,            0.072333,            0.021792,             0.03064,           0.0042688,             0.37737,           0.0047328,           0.0011951,            0.055247,            0.014519,            0.024504,            0.099535,            0.046535,            0.046535
                   2,            0.070839,             0.02308,            0.027839,             0.33424,             0.18917,          0.00060441,          0.00013995,            0.081208,             0.29601,            0.040283,            0.098594,            0.069594,            0.069594
                   3,             0.07713,            0.024971,            0.030593,            0.018538,              0.4709,           0.0085404,           0.0018445,             0.06389,             0.58672,             0.08752,            0.097179,            0.092178,            0.092178
                   4,            0.086355,            0.024997,            0.030674,          0.00021591,             0.27536,          0.00088629,          0.00041823,            0.073018,              335.13,              4.4264,             0.09604,             0.09604,             0.09604
                   5,            0.079159,            0.025161,            0.032336,             0.17992,             0.36161,            0.024148,            0.013862,            0.071091,              21.374,             0.72235,             0.09604,             0.09604,             0.09604
                   6,            0.078521,            0.027063,             0.02923,              0.3342,             0.11594,          0.00087891,            0.000193,            0.069038,            0.019402,             0.14085,             0.09505,             0.09505,             0.09505
                   7,            0.079483,            0.024809,            0.030513,             0.73916,            0.014493,            0.018037,           0.0044677,            0.052371,            0.040712,            0.034506,             0.09406,             0.09406,             0.09406
                   8,            0.074486,            0.025455,            0.030146,             0.01258,             0.33393,            0.016023,           0.0041648,            0.050638,            0.023851,            0.023235,             0.09307,             0.09307,             0.09307
                   9,            0.072824,            0.026002,            0.029629,            0.005512,            0.052738,           0.0041854,           0.0011172,            0.049639,            0.026417,            0.029332,             0.09208,             0.09208,             0.09208
                  10,            0.069794,            0.025641,            0.026381,             0.01412,             0.10185,            0.023328,           0.0073866,            0.047345,            0.015406,            0.022516,             0.09109,             0.09109,             0.09109
                  11,            0.065068,            0.025845,            0.026868,             0.41868,             0.10145,            0.084667,            0.020757,            0.051836,            0.011815,            0.035147,              0.0901,              0.0901,              0.0901
                  12,            0.066864,            0.025695,            0.026234,           0.0014545,             0.38536,            0.002338,          0.00065907,            0.057855,            0.033812,            0.049408,             0.08911,             0.08911,             0.08911
                  13,            0.067074,            0.026315,            0.027434,            0.038539,             0.12802,            0.024895,           0.0086021,            0.054975,            0.019814,             0.02529,             0.08812,             0.08812,             0.08812
                  14,            0.064061,             0.02568,            0.024858,            0.025745,            0.048108,            0.021695,           0.0066848,            0.065936,            0.009701,            0.027105,             0.08713,             0.08713,             0.08713
                  15,            0.060569,            0.025204,            0.024919,              0.4258,            0.019122,            0.022755,           0.0034399,            0.056921,            0.010859,            0.026161,             0.08614,             0.08614,             0.08614
                  16,            0.066505,            0.025784,            0.028866,            0.075672,              0.1725,             0.07726,            0.026288,            0.053641,            0.011572,            0.022735,             0.08515,             0.08515,             0.08515
                  17,            0.064452,            0.026093,            0.024435,             0.10467,            0.074678,            0.054512,            0.018488,            0.053944,            0.013158,            0.018891,             0.08416,             0.08416,             0.08416
                  18,            0.062644,            0.026814,            0.025536,             0.21976,              0.2198,             0.12228,            0.041941,            0.046596,            0.011809,            0.020623,             0.08317,             0.08317,             0.08317
                  19,            0.062982,            0.025591,            0.023767,             0.34162,             0.22051,             0.19504,            0.069273,            0.044219,            0.011841,            0.020727,             0.08218,             0.08218,             0.08218
                  20,            0.065437,            0.024983,            0.022929,             0.40874,             0.21283,              0.1644,            0.056829,            0.049045,            0.010914,            0.021183,             0.08119,             0.08119,             0.08119
                  21,            0.066778,            0.024755,             0.02274,             0.13628,             0.22745,            0.088182,             0.03174,            0.041057,            0.011451,            0.018846,              0.0802,              0.0802,              0.0802
                  22,            0.059107,            0.026189,            0.021192,             0.10966,             0.11926,            0.079858,            0.033135,            0.041647,            0.010098,            0.020027,             0.07921,             0.07921,             0.07921
                  23,            0.061124,             0.02635,            0.022005,             0.18411,             0.17324,            0.086429,             0.03441,            0.045943,            0.010197,            0.020193,             0.07822,             0.07822,             0.07822
                  24,            0.058687,            0.025291,            0.020976,             0.16611,             0.18287,            0.066253,            0.024557,            0.049211,            0.011544,            0.020421,             0.07723,             0.07723,             0.07723
                  25,            0.055006,             0.02435,            0.020155,             0.11326,             0.21111,            0.079734,            0.024276,            0.043454,            0.010703,            0.017171,             0.07624,             0.07624,             0.07624
                  26,            0.054991,            0.025473,            0.020694,             0.23161,             0.22902,             0.19266,            0.072246,            0.039907,            0.010772,            0.018579,             0.07525,             0.07525,             0.07525
                  27,            0.056173,            0.024628,            0.022125,             0.30234,             0.29786,             0.21956,            0.077324,            0.042733,             0.01004,             0.01857,             0.07426,             0.07426,             0.07426
                  28,             0.05963,            0.026265,            0.021579,             0.14004,             0.21783,             0.13531,            0.054645,             0.04255,           0.0097352,            0.018685,             0.07327,             0.07327,             0.07327
                  29,            0.058804,            0.025871,            0.022401,             0.25243,             0.21551,             0.12595,              0.0457,            0.043342,            0.011698,            0.017813,             0.07228,             0.07228,             0.07228
                  30,            0.054827,            0.025169,            0.021592,             0.53144,             0.16337,             0.15939,            0.066459,            0.044067,           0.0099944,             0.01969,             0.07129,             0.07129,             0.07129
                  31,            0.057579,            0.025312,            0.021041,             0.53117,             0.13542,             0.17482,             0.07601,            0.042755,           0.0098039,            0.018716,              0.0703,              0.0703,              0.0703
                  32,            0.051521,            0.024627,            0.018393,             0.29873,             0.21343,             0.21643,            0.083127,            0.039583,           0.0094371,            0.017721,             0.06931,             0.06931,             0.06931
                  33,            0.049956,            0.024144,             0.01958,             0.46795,             0.22439,             0.24061,             0.10726,             0.03763,            0.010008,            0.016527,             0.06832,             0.06832,             0.06832
                  34,            0.055344,            0.025648,            0.021743,             0.35814,             0.31637,             0.29963,             0.11006,            0.041292,           0.0096244,            0.017398,             0.06733,             0.06733,             0.06733
                  35,            0.052836,            0.024366,            0.018725,             0.28125,             0.22219,              0.2458,             0.10441,            0.039799,           0.0099615,            0.018938,             0.06634,             0.06634,             0.06634
                  36,            0.051059,            0.024152,            0.018675,             0.27664,             0.21148,              0.1804,            0.088191,            0.038754,           0.0095434,            0.019825,             0.06535,             0.06535,             0.06535
                  37,            0.052385,            0.024615,            0.020855,             0.24224,             0.26203,             0.20536,            0.088931,            0.040605,           0.0096436,             0.01698,             0.06436,             0.06436,             0.06436
                  38,            0.052362,            0.024082,            0.022179,             0.17722,              0.2201,             0.11937,             0.04882,            0.038708,            0.010521,             0.01885,             0.06337,             0.06337,             0.06337
                  39,            0.056431,            0.025504,            0.020399,             0.18337,             0.18649,             0.11746,            0.047434,            0.045081,            0.010213,            0.017826,             0.06238,             0.06238,             0.06238
                  40,            0.050082,            0.023211,            0.020326,             0.21166,             0.30237,             0.19306,            0.074324,            0.038506,            0.011224,            0.017831,             0.06139,             0.06139,             0.06139
                  41,            0.055632,             0.02527,            0.019606,             0.19208,             0.25815,              0.1722,            0.071311,            0.040976,            0.010702,            0.017315,              0.0604,              0.0604,              0.0604
                  42,            0.049408,            0.024309,            0.018858,             0.33096,             0.25248,             0.24541,            0.097314,            0.039929,             0.01018,            0.015808,             0.05941,             0.05941,             0.05941
                  43,            0.053048,            0.024711,            0.019976,             0.39002,             0.21584,             0.22851,            0.091648,            0.041037,            0.009763,            0.020775,             0.05842,             0.05842,             0.05842
                  44,             0.05247,            0.024206,              0.0194,             0.31742,             0.29907,             0.26003,            0.090191,            0.038684,            0.010228,            0.016199,             0.05743,             0.05743,             0.05743
                  45,             0.05106,            0.024969,             0.01745,              0.2377,             0.20605,             0.15495,            0.066791,            0.038838,            0.011691,            0.018018,             0.05644,             0.05644,             0.05644
                  46,              0.0541,            0.023831,            0.019918,             0.20799,              0.2314,             0.18428,            0.077893,            0.039699,           0.0094305,             0.01642,             0.05545,             0.05545,             0.05545
                  47,            0.051403,             0.02505,            0.016329,             0.34331,             0.31236,             0.27063,             0.12621,            0.038315,           0.0089552,            0.016168,             0.05446,             0.05446,             0.05446
                  48,            0.047648,            0.023402,            0.016724,             0.31907,             0.33819,             0.28529,             0.10554,            0.038708,           0.0091403,            0.017925,             0.05347,             0.05347,             0.05347
                  49,            0.052282,            0.023703,               0.018,             0.39032,             0.28086,              0.2897,             0.13119,            0.037499,           0.0089563,            0.019859,             0.05248,             0.05248,             0.05248
                  50,             0.05088,            0.023941,            0.017444,             0.38658,              0.3567,             0.26585,             0.11915,            0.039715,           0.0091922,            0.020264,             0.05149,             0.05149,             0.05149
                  51,            0.049538,            0.022397,            0.018013,             0.37327,             0.34929,              0.2703,             0.12125,            0.040803,           0.0086473,             0.02381,              0.0505,              0.0505,              0.0505
                  52,            0.048015,            0.022358,            0.016759,             0.34641,             0.31175,             0.24275,             0.10653,            0.041133,            0.009528,            0.023179,             0.04951,             0.04951,             0.04951
                  53,            0.044985,            0.022019,            0.016888,             0.27597,             0.30795,             0.26973,             0.11022,              0.0392,           0.0095519,            0.015658,             0.04852,             0.04852,             0.04852
                  54,            0.051389,            0.022512,            0.017574,             0.38935,              0.3817,             0.34491,              0.1488,            0.037571,           0.0087982,            0.018696,             0.04753,             0.04753,             0.04753
                  55,            0.046871,            0.024353,            0.016481,             0.34257,             0.34856,             0.26597,            0.097866,            0.038116,           0.0091698,            0.021378,             0.04654,             0.04654,             0.04654
                  56,             0.05175,            0.023456,             0.01674,             0.38213,             0.38048,             0.32354,              0.1243,            0.039433,           0.0088673,            0.022832,             0.04555,             0.04555,             0.04555
                  57,             0.04769,             0.02367,             0.01369,             0.43171,             0.32543,              0.3541,              0.1313,            0.039248,           0.0086703,            0.020722,             0.04456,             0.04456,             0.04456
                  58,            0.047853,            0.022855,            0.018379,             0.34503,             0.33146,             0.25795,             0.11117,            0.038662,           0.0089731,            0.016835,             0.04357,             0.04357,             0.04357
                  59,            0.043875,            0.024259,             0.01486,             0.44744,             0.41215,             0.37857,             0.14628,            0.038695,           0.0086963,            0.018788,             0.04258,             0.04258,             0.04258
                  60,            0.050893,            0.022852,             0.01684,             0.45533,               0.408,             0.38341,             0.14143,            0.040215,           0.0089358,            0.022662,             0.04159,             0.04159,             0.04159
                  61,            0.045368,            0.021744,            0.015877,             0.47795,             0.42122,             0.39522,             0.19432,            0.036166,            0.008879,            0.022457,              0.0406,              0.0406,              0.0406
                  62,             0.04968,            0.023308,            0.015382,             0.39923,             0.31138,              0.2658,             0.12497,            0.034204,            0.009648,             0.02244,             0.03961,             0.03961,             0.03961
                  63,             0.05114,            0.023457,            0.018509,             0.30206,             0.37066,             0.25355,             0.11935,            0.034011,           0.0092718,            0.020398,             0.03862,             0.03862,             0.03862
                  64,            0.047973,            0.023261,            0.013691,             0.47506,             0.39935,             0.36455,             0.16797,            0.036143,            0.008767,            0.018542,             0.03763,             0.03763,             0.03763
